"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AW10","AW11","AW12","AW1","AW2","AW3","AW4","AW5","AW6","AW7","AW8","AW9","BW10","BW12","BW13","BW1","BW2","BW3","BW4","BW5","BW6","BW7","BW8","BW9"
"560","ENSMUSG00000041959",2561.26785476196,1.112483762685,0.129171880915146,8.61242984776077,7.15280682156665e-18,2.11771989999204e-16,1507.77128817604,1557.04174719675,1442.1243194574,2311.99812843725,1819.49949305537,1581.46277922155,1477.81374701838,1401.16684551729,1557.42428273182,1451.24160391291,1633.86992606824,1696.61596408418,4307.19887411753,4655.20422191357,4412.14628965257,3358.00404117258,3867.45557577426,4703.87466435521,1962.91050452856,4104.14321561755,2559.20568655819,2976.59743224253,2253.40105062645,2872.25683285093
"561","ENSMUSG00000041986",16.8925817735105,-2.1718865570912,0.23711254632739,-9.15972853706523,5.2028031064645e-20,1.93790429685946e-18,20.9090009146138,14.6495863311522,31.15390515901,26.3417841101528,31.7057247244049,24.1444699117795,29.9426314755358,26.6677274325256,45.7567525938619,26.7333979668168,27.6147029758012,26.0683630845201,2.08682115994066,8.9918403844909,6.52684362374641,1.72736833393651,3.72228640594251,5.35382957472707,11.2857277467761,9.41587201747645,4.2335908793353,6.68040462510347,8.0396571632952,5.66967396930702
"562","ENSMUSG00000042104",14.9209099594641,-1.12388403114913,0.20073834652764,-5.59875106371059,2.1590155778631e-08,1.40579510558605e-07,19.3601860320499,16.7423843784597,32.1588698415588,14.1840375977746,19.4325409601191,17.2460499369853,23.1813921100923,22.2231061937714,18.6416399456474,26.7333979668168,16.5688217854807,19.5512723133901,9.39069521973298,8.9918403844909,3.2634218118732,8.63684166968255,4.96304854125668,11.7784250643996,11.2857277467761,11.7698400218456,8.4671817586706,9.54343517871924,13.7822694227918,10.2054131447526
"563","ENSMUSG00000042179",18.8554513163046,-2.66898717031926,0.411916960843444,-6.47943013770112,9.20696847488573e-11,1.03970460625931e-09,28.6530753274338,38.716763875188,22.1092230160716,79.0253523304583,28.6374287833335,12.934537452739,10.6248047171256,5.55577654844284,35.5885853507815,21.9595769013138,41.4220544637018,65.1709077113002,13.5643375396143,3.85364587906753,1.0878072706244,1.72736833393651,9.92609708251335,3.21229774483624,1.61224682096802,4.70793600873823,10.5839771983382,3.8173740714877,8.0396571632952,0
"564","ENSMUSG00000042190",34.8136257681482,-1.35748519388641,0.150792042335843,-9.00236625791585,2.20904203197267e-19,7.67129984837427e-18,58.0805580961496,48.1343550880716,63.3127750005688,35.4600939944364,49.0927350571431,42.252822345614,47.328675558105,47.7796783166085,51.6881834856588,64.9239664908409,50.6269554556356,44.1713930043257,21.911622179377,15.4145835162701,13.0536872474928,24.1831566751111,31.0190533828542,18.203020554072,28.2143193669403,8.2388880152919,15.8759657975074,20.0412138753104,18.376359230389,18.1429567017824
"565","ENSMUSG00000042286",193.67327963143,-1.01554313653665,0.135232272155198,-7.50962118991221,5.92987009852768e-14,1.12093151548703e-12,239.291899356136,276.249342244585,313.548980955198,255.312676759942,274.101104069049,287.146731450806,269.483683279823,212.230664150517,267.761737401118,218.641004800038,281.669970353172,216.512237840875,123.122448436499,147.723092030922,72.8830871318349,107.096836704064,96.7794465545052,104.935059664651,228.939048577459,98.8666561835028,127.007726380059,99.2517258586801,149.307918746911,180.295632223963
"566","ENSMUSG00000042306",322.859120265191,1.4945411543615,0.166759567217784,8.96225133763789,3.18115755712248e-19,1.09104255226458e-17,153.332673373835,196.723016446901,151.749667064855,301.917371724059,182.052225836906,140.55530698643,89.8278944266075,186.67409202768,170.316801321597,121.255055063776,175.813608945934,160.030784491082,667.782771181012,560.063201091147,633.103831503401,507.846290177334,433.025985224645,674.582526415611,256.347244533915,508.457088943729,418.067099334361,355.970132166228,274.496866003936,428.62735207961
"567","ENSMUSG00000042312",300.213734706017,1.01306865547813,0.15713992931215,6.44692065162967,1.14145508177242e-10,1.26934202351835e-09,171.918451964603,250.089366653242,163.80924325544,267.47042327232,252.623032481549,143.142214476978,158.406179418964,160.006364595154,195.737219429298,191.907606833221,208.030762417703,223.029328612005,514.401415925373,567.770492849283,510.181609922844,342.882614286397,512.434761884752,462.570875256419,203.14309944197,537.881688998342,329.16169086832,314.933360897735,245.783804706453,277.814024496044
"568","ENSMUSG00000042499",18.3306631932777,-1.04244522446054,0.200408150220829,-5.20161092905591,1.97568491840168e-07,1.02107759154695e-06,31.7507050925618,17.7887834021134,20.0992936509742,17.2234742258691,19.4325409601191,27.5936798991765,26.0790661238538,26.6677274325256,33.0465435400114,30.5524548192192,18.4098019838675,26.0683630845201,4.17364231988132,20.5527780216935,14.1414945181172,12.0915783375556,9.92609708251335,12.849190979345,12.0918511572601,8.2388880152919,6.35038631900295,10.4977786965912,22.9704490379863,11.339347938614
"569","ENSMUSG00000042541",649.481058529238,1.00531666733934,0.15686759093291,6.40869577559397,1.46769726629374e-10,1.59002449740157e-09,418.954425733559,421.698806532453,377.866720638315,568.374649453681,488.88181994405,434.60045841203,403.742579250774,370.014718126293,432.994455101174,406.729554780856,408.697604041858,448.955142011179,1258.35315944422,1470.80817717744,1073.66577610628,721.176279418493,987.646659710078,1053.63366030629,449.010739639593,1025.15306590275,676.316142973814,649.90793567078,489.270564509108,551.092309816642
