"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ensembl","Symbol","AK10","AK11","AK12","AK13","AK1","AK2","AK3","AK4","AK5","AK6","AK7","AK9","AW10","AW11","AW12","AW1","AW2","AW3","AW4","AW5","AW6","AW7","AW8","AW9","BK10","BK13","BK1","BK2","BK3","BK4","BK5","BK6","BK7","BK8","BK9","BW10","BW12","BW13","BW1","BW2","BW3","BW4","BW5","BW6","BW7","BW8","BW9","Entrez"
"7186","ENSMUSG00000029307 - Dmp1",13.1603998869315,5.63708971526557,0.423013424408123,13.3260303101561,1.63361794788059e-40,1.54339197198995e-38,"ENSMUSG00000029307"," Dmp1",0,0,1.67289385652514,0,0,0,0,0,0,1.33547297515183,1.23165856967431,1.93028017879787,1.53720530433627,0,0,2.00445299695482,1.00911326506258,0,0,0,0,1.89480297149598,0,0,21.79813514725,43.4587186616833,18.9318756104968,39.9321301058328,39.274849084479,15.3254003928277,28.3060630523679,36.1792759898298,29.4695858094549,23.8156315034319,27.4131260281405,18.6476086302317,17.8599759414865,30.2297338088069,42.9046234172819,27.117903739074,26.7299487938525,17.5679123230894,12.8793221496004,23.04799568206,18.9749945102638,7.94501483429856,38.1130893519424,"13406"
"18567","ENSMUSG00000068417 - Pnp2",76.3310986125314,5.41246560534291,0.200887375926596,26.9427861276889,6.93009081692429e-160,4.2557687706732e-157,"ENSMUSG00000068417"," Pnp2",5.21643368656563,5.76417931213077,0.83644692826257,5.36876175417251,0,3.74974872316161,4.94613789654366,2.97833013808124,1.85741179886538,4.0064189254555,3.69497570902292,3.86056035759573,3.84301326084067,5.18301573075487,3.99415030659491,7.01558548934187,5.0455663253129,3.43497854813275,4.79558096187769,3.32371177508939,4.20123185401105,0.94740148574799,1.83271055905312,0.717906722745342,98.091608162625,152.105515315892,100.338940735633,73.652595528536,101.823682811612,104.404290176139,129.289855563518,137.268429490825,162.082721952002,119.07815751716,157.625474661808,207.195651447019,273.002489391293,209.448869961019,187.064158099349,165.172686410723,212.770392399066,98.2206007154543,224.802713883935,143.526154929192,194.493693730204,141.875264898189,107.613428758426,"667034"
"24627","ENSMUSG00000090272 - Mndal",12.8598486416458,5.30013776490023,0.397381379015316,13.3376601038368,1.39778349576967e-40,1.32738996611158e-38,"ENSMUSG00000090272"," Mndal",1.04328673731313,1.92139310404359,0,0,0,0,1.23653447413591,0.992776712693747,1.85741179886538,1.33547297515183,0,0,0.768602652168134,0,0,1.00222649847741,0,0,0,0,1.68049274160442,2.84220445724397,0.916355279526562,0,26.1577621767,36.5448316018701,30.2910009767949,27.5088007395737,46.5479692853085,57.4702514731038,28.3060630523679,15.9614452896308,23.5756686475639,29.7695393792899,31.3292868893034,15.5396738585264,31.8928141812259,17.2741336050325,8.58092468345638,14.7915838576767,14.9687713245574,27.1504099538654,16.3918645540369,17.8098148452282,30.3599912164221,19.2950360261536,21.2984911084384,"100040462"
"3192","ENSMUSG00000021622 - Ckmt2",3.70947591660672,5.24713967370272,0.471468316475986,11.1293579872402,9.0283408146646e-29,5.47135272462388e-27,"ENSMUSG00000021622"," Ckmt2",1.04328673731313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4495337868125,10.8646796654208,7.57275024419873,1.77476133803701,4.36387212049767,6.70486267186211,7.65028731145079,6.38457811585231,9.82319526981829,2.97695393792899,1.95808043058146,5.17989128617546,2.55142513449807,7.55743345220172,10.2971096201477,16.0242158458164,13.8995733728033,11.97812203847,7.02508480887295,13.6192701757627,9.48749725513192,5.67501059592754,4.4838928649344,"76722"
"19701","ENSMUSG00000074183 - Gsta1",40.7346537888448,5.11017004585827,0.254581129018534,20.0728548324029,1.27468143792456e-89,3.84974690670232e-87,"ENSMUSG00000074183"," Gsta1",1.04328673731313,0,3.34578771305028,1.78958725139084,9.91929675126628,2.49983248210774,4.94613789654366,1.98555342538749,1.85741179886538,0,1.23165856967431,1.93028017879787,2.3058079565044,0,2.99561272994618,4.00890599390964,3.02733979518774,0.858744637033187,2.87734857712661,1.1079039250298,5.04147822481326,0,1.83271055905312,2.15372016823603,58.854964897575,36.5448316018701,49.2228765872918,47.9185561269993,70.5492659480456,34.4821508838623,55.0820686424457,104.281442558921,85.4617988474191,49.6158989654831,76.3651367926771,91.1660866366881,96.9541551109266,153.307935744664,136.436702466957,131.891622730951,124.026962403475,50.3081125615741,132.305763900441,74.3821678830117,71.1562294134894,63.5601186743885,63.8954733253152,"14857"
"31506","ENSMUSG00000115902 - D730005E14Rik",7.83774685619564,5.0871710059593,0.430739947731275,11.8103069677044,3.45298309509947e-32,2.40963286215975e-30,"ENSMUSG00000115902"," D730005E14Rik",1.04328673731313,0,0,0,0,2.49983248210774,0,0,0,0,2.46331713934861,0,0,0,0,1.00222649847741,1.00911326506258,1.71748927406637,0,2.2158078500596,0,0,0,0,26.1577621767,8.88928336261705,20.8250631715465,18.6349940493886,13.091616361493,16.2832379173794,14.5355458917565,15.9614452896308,13.7524733777456,22.8233135241222,10.7694423681981,17.6116303729966,16.5842633742374,11.8759668534599,10.2971096201477,7.39579192883836,13.8995733728033,19.1649952615521,17.5627120221824,15.7145425104954,8.53874752961873,14.7550275494116,21.2984911084384,"109361"
"10505","ENSMUSG00000037053 - Azgp1",8.34892664209775,5.07736020323861,0.428392219467707,11.8521298298728,2.09790019515647e-32,1.47517615631175e-30,"ENSMUSG00000037053"," Azgp1",0,0.960696552021796,0,0,0,0,1.23653447413591,0,0,0,0,0,0,0,1.99707515329746,1.00222649847741,1.00911326506258,0,0,1.1079039250298,0.84024637080221,0,0.916355279526562,2.15372016823603,18.5284148751625,22.7170574822436,15.1455004883975,32.8330847536847,12.3643043414101,13.4097253437242,18.3606895474819,12.7691562317046,12.7701538507638,9.92317979309663,18.6017640905239,11.395760829586,15.3085508069884,15.1148669044034,16.3037568985671,12.3263198813973,18.1763651798197,13.5752049769327,17.5627120221824,29.3338126862581,19.923744235777,5.67501059592754,19.0565446759712,"12007"
"26178","ENSMUSG00000095620 - Csta2",2.93494361906737,5.02696536344592,0.495228287253904,10.1508041701757,3.28644073254471e-24,1.54849354515783e-22,"ENSMUSG00000095620"," Csta2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.179813514725,3.95079260560758,2.83978134157452,4.43690334509253,8.00043222091239,4.78918762275865,1.53005746229016,5.32048176321026,11.787834323782,2.97695393792899,2.9371206458722,6.21586954341056,2.55142513449807,14.0352335540889,1.71618493669128,11.0936878932575,10.691979517541,2.39562440769401,4.68338987258197,4.19054466946545,10.4362469806451,10.2150190726696,8.9677857298688,"76770"
"23529","ENSMUSG00000087175 - Gm15133",3.46519075831521,5.00993907299179,0.471060914101283,10.6354378447,2.03868908152195e-26,1.08865996953272e-24,"ENSMUSG00000087175"," Gm15133",0,0,0.83644692826257,0,0,1.24991624105387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.539440544175,5.92618890841137,2.83978134157452,5.32428401411103,4.36387212049767,3.83135009820692,6.88525858030571,9.57686717377847,4.91159763490915,2.97695393792899,1.95808043058146,15.5396738585264,5.10285026899614,8.63706680251626,8.58092468345638,9.86105590511781,13.8995733728033,6.38833175385068,12.8793221496004,6.28581700419817,9.48749725513192,1.13500211918551,7.8468125136352,"622070"
"8405","ENSMUSG00000031594 - Fgl1",2.51479343482799,4.80229298641022,0.479264380502339,10.0201333163477,1.24335118156005e-23,5.74091699696262e-22,"ENSMUSG00000031594"," Fgl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0899067573625,6.91388705981326,5.67956268314905,3.54952267607402,1.45462404016589,2.87351257365519,2.29508619343524,4.25638541056821,3.92927810792732,3.96927191723865,3.91616086116293,6.21586954341056,6.37856283624517,16.194500254718,6.86473974676511,6.16315994069863,7.48438566227869,6.38833175385068,5.85423734072746,3.14290850209909,5.69249835307915,3.40500635755653,4.4838928649344,"234199"
"15075","ENSMUSG00000052605 - Isoc2b",56.2066574344458,4.6887565041453,0.220825163429336,21.2328904520236,4.74524052638387e-100,1.61891789291796e-97,"ENSMUSG00000052605"," Isoc2b",1.04328673731313,1.92139310404359,1.67289385652514,9.8427298826496,2.47982418781657,2.49983248210774,4.94613789654366,4.96388356346873,0.92870589943269,0,1.23165856967431,8.6862608045904,5.38021856517693,6.21961887690584,7.98830061318982,11.0244914832515,3.02733979518774,6.86995709626549,0,8.86323140023838,1.68049274160442,2.84220445724397,5.49813167715937,2.15372016823603,99.1815149199875,92.8436262317781,77.620690003037,68.3283115144249,53.8210894861379,66.0907891940694,102.513849973441,84.0636118587221,85.4617988474191,63.5083506758184,108.673463897271,165.756521157615,191.356885087355,201.891436508817,130.430055188537,139.287414659789,163.587286618377,73.4658151692829,197.873222116588,106.858889071369,95.8237222768324,90.8001695348407,80.7100715688192,"67441"
"14704","ENSMUSG00000050961 - AY358078",2.39951274326376,4.62225335975381,0.508242910032829,9.09457518936221,9.4956951955361e-20,3.45729629619292e-18,"ENSMUSG00000050961"," AY358078",0,0,0,0,0,0,0,0,0,0,0,0,0.768602652168134,0,0,0,0,0,0,0,0,0,0,0,7.6293473015375,3.95079260560758,6.62615646367389,6.21166468312954,0,2.87351257365519,7.65028731145079,3.19228905792616,7.85855621585463,4.96158989654831,0.979040215290732,12.4317390868211,5.10285026899614,1.07963335031453,6.00664727841947,2.46526397627945,3.2075938552623,7.18687322308202,7.02508480887295,6.28581700419817,4.74374862756596,4.54000847674203,0,"278676"
"7907","ENSMUSG00000030670 - Cyp2r1",3.28604499499636,4.57242920934891,0.458488677303295,9.9728290701587,2.00436662789367e-23,9.11764108288522e-22,"ENSMUSG00000030670"," Cyp2r1",0,0.960696552021796,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00222649847741,0,1.71748927406637,0,0,0,0.94740148574799,0,0,7.6293473015375,4.93849075700947,4.73296890262421,7.98642602116655,12.3643043414101,5.74702514731038,6.12022984916063,4.25638541056821,11.787834323782,2.97695393792899,3.91616086116293,5.17989128617546,3.8271377017471,1.07963335031453,8.58092468345638,8.62842391697809,4.27679180701639,8.78395616154469,7.02508480887295,9.42872550629726,4.74374862756596,9.08001695348407,6.7258392974016,"244209"
"14095","ENSMUSG00000048498 - Cd300e",3.47789017312927,4.49581196529495,0.462322792580092,9.72440043504042,2.37299218717549e-22,1.02623556489047e-20,"ENSMUSG00000048498"," Cd300e",0,0,0,0,0,1.24991624105387,0,0,0.92870589943269,1.33547297515183,0,0,0,0,1.99707515329746,0,0,0.858744637033187,0,0,0,0,0,0,8.7192540589,7.90158521121515,11.3591253662981,2.66214200705552,4.36387212049767,5.74702514731038,11.4754309671762,8.51277082113642,4.91159763490915,4.96158989654831,1.95808043058146,6.21586954341056,6.37856283624517,12.9556002037744,5.14855481007383,14.7915838576767,3.2075938552623,5.58979028461935,5.85423734072746,8.3810893389309,4.74374862756596,3.40500635755653,7.8468125136352,"217306"
"3943","ENSMUSG00000022899 - Slc15a2",27.9493729125546,4.4498643684347,0.451397640798465,9.85796992771928,6.33165680412834e-23,2.80258394256529e-21,"ENSMUSG00000022899"," Slc15a2",4.1731469492525,5.76417931213077,0.83644692826257,4.47396812847709,0,6.24958120526935,2.47306894827183,0,1.85741179886538,0,1.23165856967431,5.7908405363936,3.07441060867253,1.03660314615097,5.99122545989237,0,3.02733979518774,3.43497854813275,0,4.43161570011919,5.04147822481326,0.94740148574799,0,0,23.977948661975,85.9297391719648,51.1160641483414,159.728520423331,53.8210894861379,44.0605261293796,41.3115514818343,1.06409635264205,25.5403077015276,48.6235809861735,111.610584543143,19.6835868874668,31.8928141812259,2.15926670062906,3.43236987338255,60.3989674188466,56.6674914429672,138.946215646252,94.8386449197849,58.6676253725163,0.948749725513192,29.5100550988232,109.855375190893,"57738"
"409","ENSMUSG00000002324 - Rec8",17.1129048738648,4.42362773574337,0.258198543987813,17.1326594930456,8.46931209845703e-66,1.51485569698907e-63,"ENSMUSG00000002324"," Rec8",3.12986021193938,0,1.67289385652514,2.68438087708625,0,0,0,0.992776712693747,4.64352949716345,1.33547297515183,0,1.93028017879787,0.768602652168134,3.10980943845292,1.99707515329746,0,2.01822653012516,4.29372318516593,1.91823238475108,2.2158078500596,0.84024637080221,2.84220445724397,0,0,27.2476689340625,20.7416611794398,21.7716569520714,31.9457040846662,18.1828005020736,23.9459381137933,32.1312067080933,41.49975775304,32.4165443904004,29.7695393792899,35.2454477504664,30.0433694598177,43.3742272864672,41.0260673119522,42.9046234172819,24.6526397627945,42.7679180701639,34.3372831769474,28.1003392354918,45.0483551967536,35.1037398439881,37.4550699331218,48.2018482980448,"56739"
