"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"SNF5_DN.V1_UP","SNF5_DN.V1_UP","SNF5_DN.V1_UP",150,-0.571035700376498,-1.80533049540925,4.58226206310158e-05,0.00856883005799996,0.00819983737607652,1426,"tags=30%, list=10%, signal=27%","Ptprc/Kcnj10/Cd9/Vamp5/Cdo1/Cfp/Prps1/Ier5l/Fcgr1/Pirb/Lmo2/Gbp8/Nrros/Plek/Sp110/Lcp1/Ly86/Medag/Itgb2/Was/Apoe/Csf1r/C1qc/Evi2a/Cx3cr1/Cd68/Pld4/Cd53/Gbp9/Cd93/Tap2/Apod/Cd52/Ms4a4a/Cxcr4/Spi1/Psmb9/Cxcl10/Psmb8/Aif1/Ifit2/Gbp4/Dlk1/C1rb/Ifi44l"
