"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GSE26030_TH1_VS_TH17_RESTIMULATED_DAY5_POST_POLARIZATION_UP","GSE26030_TH1_VS_TH17_RESTIMULATED_DAY5_POST_POLARIZATION_UP","GSE26030_TH1_VS_TH17_RESTIMULATED_DAY5_POST_POLARIZATION_UP",173,0.512849949468857,2.2938359376307,2.06850245251785e-09,6.19698999451377e-07,5.06558959734248e-07,2529,"tags=50%, list=18%, signal=41%","Srp9/Sfn/Crip1/Mrpl27/S100a6/Rpl38/Pycr2/Tmem160/Sap30/Uqcrh/Copz2/Rnase4/Vps25/Ufc1/Tomm7/Ndufb10/Pfdn6/Pomp/Ndufa2/Cox7a2/Plac8/Mrpl34/Hmgb1/Uqcr11/Scrn2/Ndufa11/Cox6c/Snrpd2/Pfdn5/Cdc26/Npm3/Nedd8/Ndufb9/Emg1/Sec61g/Cox8a/Fau/Btf3/Rps15a/Ndufb4/Sub1/Mrps24/Ndufa7/Phax/Ndufa6/Rpl35/Dynlrb1/Eif4a1/Mrpl17/Mcee/Eif3k/Psmb4/Rpl17/Timm8b/Katna1/Lsm6/Rbks/Mrpl43/Mrpl36/Atp5o/Psmb1/Snrpc/Mrpl20/Snrpf/Ndufs4/Aimp1/Mrps11/Eif3i/Rabac1/Tmem125/Tomm40/Blvrb/Atp5j/Psma4/Ndufb2/Mrpl24/Ndufs3/Cdkn2d/Tmem179b/Epsti1/Atraid/Rbm38/Ifngr1/Psmb7/Rabepk/Alkbh6"
"GSE7509_UNSTIM_VS_FCGRIIB_STIM_MONOCYTE_DN","GSE7509_UNSTIM_VS_FCGRIIB_STIM_MONOCYTE_DN","GSE7509_UNSTIM_VS_FCGRIIB_STIM_MONOCYTE_DN",155,-0.568161934516923,-2.30732568095708,2.81555927376755e-09,7.06027142884441e-07,5.77125952051415e-07,3650,"tags=55%, list=26%, signal=41%","Arhgap12/Pan2/Fhip2a/Hap1/Tmem119/Eps15l1/Fbrs/Cntrl/Nxf1/Raf1/Tubgcp3/Pla2g6/Ccnl2/Bicd2/Sorbs3/Zfyve16/Atp8a1/Snapc4/Arid4a/Mbd6/Cdc42bpa/Baz2a/Nfrkb/Clmn/Scaper/Dmtf1/Stxbp5/Son/Ift80/Tiam1/Mtf2/Luc7l2/Trak1/Cabin1/Tnrc6c/Zbtb37/Nup210/Nbea/Ttll4/Bckdhb/Ccnt2/Srgap2/Wnk1/Ncor1/R3hdm1/Rufy2/Ago2/Prdm10/Pde4a/Sh3pxd2a/Nav2/Nav1/Mical3/Ino80d/Bod1l/Ndor1/Ogt/Iffo1/Ptprd/Itga9/Arid4b/Chd9/Fcho2/Fmn1/Macf1/Slc4a8/Cpeb1/Parp8/Cep135/Rora/Brwd3/Pla2r1/Phc3/Tead1/Ccdc141/Asxl2/Tnrc6a/Itpr1/Arv1/Tet2/Fry/Hmcn1/Dclk2/Nfat5/Sgip1"
"KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN","KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN","KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN",185,0.497497391996989,2.25239501787313,2.91116630680802e-09,7.06027142884441e-07,5.77125952051415e-07,3028,"tags=51%, list=22%, signal=40%","Gzma/Mns1/S100a11/Crip1/Il18r1/Pttg1/Pglyrp1/Ccl5/Mrpl27/S100a6/S100a10/Etfb/Ybx3/S100a13/Acyp2/Lgals3/Ggh/Dbi/Ube2j2/H2-Q7/Cdkn3/H2-Q10/Birc5/Ap2s1/Atp5j2/Bbln/Ubl5/Abracl/Ptgr1/Emp1/Txn1/Capns1/Hopx/Hmgb2/Prr13/Prdx1/Gzmb/Anxa2/Krtcap2/Ndufb9/Ndufv3/Ccdc12/Frg1/Rnpep/Acot7/Sec61g/Btf3/Tbcb/Cdc34/Ndufb7/Cdk1/Cks1b/Trappc1/Actb/Efhd2/Dnajc15/Prdx4/Ccnb2/Ndufv2/Perp/Capzb/Psma2/Stmn1/Reep5/Tacc3/Mrpl20/Crip2/Bak1/Nucb1/H2az1/Arf6/Plscr1/Bag1/Prelid1/Lamtor5/Dhrs1/Srp14/Snrnp27/Kif2c/Kif22/Dstn/Hk2/Gabarapl2/Bhlhe40/Anxa1/Cdk2ap1/Atp6v0e/Carhsp1/Rpa2/Glrx/Plp2/Tyms/Psmd8/Ech1"
"GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_UP","GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_UP","GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_UP",178,0.50165020267522,2.24576689064805,2.54395855315497e-09,7.06027142884441e-07,5.77125952051415e-07,3722,"tags=55%, list=27%, signal=41%","Myl4/Rnps1/Cdca3/Capg/Hmgn2/Fkbp2/Nudt1/Cnih4/Cdkn3/Creld2/Ube2s/Tuba4a/Birc5/Polr2l/Banf1/Gsto1/Snrpd1/Ifi30/Ppie/Prdx1/Ahsa1/Anxa2/Cisd1/Dut/Park7/Nans/Nhp2/Ppa1/Cdk1/Erh/Cks1b/Eef1d/Maff/Pmm1/Ccnb2/Panx1/Ldha/Uchl3/Aurka/Lsm7/Ranbp1/Clybl/Psmb2/Timm17a/Poll/Bub3/Ppil1/Mecr/Mrpl42/Sec13/Lsm2/Pold2/Snrpa1/Tpi1/Lsm3/Gmnn/Agpat5/Syce2/Ccdc58/Zmynd19/Mrpl18/Mfsd2a/Pbk/Adap1/Spc24/Lsm12/Cdkn1a/Cltb/Mrps22/Psmc4/Ube2l3/Fam136a/Mrto4/Cdk2ap1/Bex3/Taf12/Prkag1/Orc6/Rad51/Polb/Lyar/Ripk3/Rom1/Calm3/Pno1/Coq7/Fbl/Pgk1/Gemin6/Gins1/Nup43/Eme1/Psmd6/Tmed10/Bckdk/Haus1/Cdk4/Nup37"
"GSE21360_SECONDARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP","GSE21360_SECONDARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP","GSE21360_SECONDARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP",196,0.493138483692595,2.24139528119338,2.75713140710675e-09,7.06027142884441e-07,5.77125952051415e-07,3197,"tags=44%, list=23%, signal=35%","Pnp2/Dhrs7b/Pop4/Ggh/Uqcrh/Higd1a/Asns/Cox6a1/Coa3/Lsm4/Rab5if/Gadd45gip1/Snrpd2/Mrpl11/Psme2/Ndufs7/Hspb11/Pop7/Cisd1/Psmd13/Park7/Cox8a/Eif6/Pam16/Dctpp1/Mrpl48/Actb/Ift27/Ppih/Ndufa8/Timm8b/Mrpl12/Steap1/Gfus/Lsm7/Utp3/Actr3/Jtb/Hdgf/Mrpl23/Mrps18a/Reep4/Mis18a/Tfpt/Sdhb/Atg101/Mrpl16/Psma3/Tpi1/Rpp30/Tomm40/Elp5/Gpi1/Atp5j/Psma4/Tufm/Ndufs3/Hsd17b10/Cyp51/Lsm12/Pus1/Eef1e1/Dnaaf2/Uqcrfs1/Hnrnpc/Stap2/Exosc9/Cct8/Dnpep/Clpp/Mtx2/Mnat1/C1d/Mrpl39/Pmm2/Alas1/Bnip1/Got1/Trib3/Tmem11/Cavin3/Mtx1/Zfp706/Timm8a1/Calm3/Med6/Nol7"
"GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN","GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN","GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN",193,0.492361339377366,2.23276714587511,4.01946309226978e-09,9.30505705860454e-07,7.60620886599377e-07,3991,"tags=53%, list=29%, signal=39%","Srp54a/Wdr83os/Pcbd2/Hspa8/Lipt2/Mrpl52/Bloc1s4/Eef1g/Tomm22/Supt3/Nme1/Manf/Zfp213/Msrb2/Sf3b5/Cldn7/Dnph1/Ppie/Eloc/Ndufs7/Nedd8/Pop7/Ndufb9/Psmd13/Acot7/Mrpl22/Eif6/Hspa5/Slc35b1/Dynlrb1/Sod1/Phf5a/Mrpl17/Lypla2/Slc25a39/Timm8b/Hagh/Rce1/Mrpl13/Lsm7/Utp3/Ifrd1/Snrpd3/D8Ertd738e/Nudc/Scoc/Msra/Cops6/Tfpt/Pop1/Tmem14c/Rwdd1/Pigyl/Mrps26/Med30/Dnajb11/Spryd4/Cbwd1/Wdr74/Syce2/Cth/Cep63/Cct5/Spag7/Ormdl2/Mphosph6/Trmt112/Polr2e/Bhlhe40/Ttc4/Grpel1/Pak1ip1/Gtf2f2/Rpa2/Timm22/Rexo4/Actr10/Nsfl1c/Ube2cbp/Mtfr1/Nob1/Ndufa4/Med29/Bzw2/Pno1/Zpr1/Metap2/Aldh9a1/Srp19/Eefsec/Hars/Trmu/Creld1/Tmem177/Cdk4/Rbmxl1/Nudt2/Hnrnpm/Tbc1d10a/Copb2/Dnajc2/Iba57/Dus1l"
"GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_DN","GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_DN","GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_DN",196,0.488634447085841,2.22092369617104,6.16295169750723e-09,1.36469186936541e-06,1.1155365658417e-06,3731,"tags=52%, list=27%, signal=38%","Gzma/Acp1/Mrpl27/S100a6/Mrps12/Uqcc2/Selenoh/Slc39a4/Agpat2/Ube2j2/Cmtm7/Ndufaf3/Prkrip1/Ifi30/Pdcl3/Uqcrq/Ndufa11/Mrpl21/Prdx2/Pgp/Cuta/Pycard/Unc119/Psmc3/Anxa2/Ap1s1/Cebpzos/Nans/Serpinb6a/Wrap53/Chchd1/Erh/Cks1b/Gtf2h5/Surf1/Ndufa8/Tubb2a/Tlcd2/Rce1/Gtf2h4/Sap18/Psma2/Stmn1/Psmg3/Mrpl36/Pgm2/Cops6/Ndufs4/Mapk3/Mrpl16/Pold2/Bcl2l12/Vti1b/Mrps26/Dera/Bid/Med30/Lamtor5/Blvra/Pradc1/Psmc1/Arpp19/Myg1/Akip1/Tarbp2/Gars/Atraid/Ormdl2/Hmgn5/Cox14/Tmem222/Smim30/Chmp6/Rpa2/Eif2b4/Thap11/Bud23/Zfp637/Ripk3/Tbpl1/Atg4d/Ndc80/Brf2/Rabif/Fxn/Snrnp25/Smarcb1/Slc37a4/Stk16/Adprm/Stub1/Nudt16l1/Cdca5/Gtf3c6/Bckdk/Cdc20/Dusp19/Ppp1r8/Retreg2/Ftsj1/Rtca"
"GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN","GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN","GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN",154,0.528833394499449,2.31492549927418,9.51647956882128e-09,2.01947626850028e-06,1.65077529362667e-06,3054,"tags=54%, list=22%, signal=42%","St3gal4/Dap/Ptpro/Rpl30/Tmsb10/Snta1/Rps14/Hmgn2/Rplp1/Cox20/Romo1/Ppdpf/Taf10/Elob/Rps28/Ndufb1/Eef1g/Tnfrsf12a/Guk1/Svbp/Fuom/Rplp0/Ndufa2/Ndufaf3/Smco4/Uqcr11/Nenf/Uqcrq/Map1lc3a/Ndufa11/Cdc26/Eef1b2/Naxe/Sec11c/Nedd8/Rps27/Tmed2/Rps17/Gpx1/Slc35b1/Rpl36/H2az2/Ost4/Mrpl14/Dnajc15/Tmem147/Rpl12/Rpl22/Cmc2/Nbdy/Dnajc19/Mrpl23/Gng5/Cwc15/Msra/Prelid3b/1810058I24Rik/Pigyl/Bag1/Prelid1/Atp5j/Lsm12/Rpl23a/Ciao2b/Rhog/Jagn1/Mkks/Tpt1/Cmpk1/Dph3/Chmp6/Msantd3/Manbal/Polr2d/4933434E20Rik/Akirin1/Ube2d2a/Smim12/Eola1/Card19/Mzt2/Arl2bp/Tbpl1"
"GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP","GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP","GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP",168,-0.539990371483621,-2.21280995647378,1.01275225179534e-08,2.06317888735747e-06,1.68649901298971e-06,4076,"tags=66%, list=29%, signal=47%","Zhx3/Smc2/Baz1b/Kif15/Phactr4/Sufu/Fam120a/Myo10/Depdc5/Ubap2/Iws1/Fchsd2/Cep104/Rhobtb2/Pole/Zbtb40/Atad2/Atf7ip/Fasn/Trim26/Pcm1/Pitpnc1/Kdm2a/Zfp106/Kntc1/Clic4/Setd2/Ppm1e/Prpf8/Atp8a1/Tln1/Atg2b/Ulk1/Kansl1/Fndc3a/Celsr2/Sp1/Ppp1r12b/Sbno1/Nf1/Kmt2b/Baz2a/Rb1/Myo9b/Pik3cd/Dock8/Bard1/Erc1/Cnot6l/Srgap3/Ric1/Ralgapa1/Tut4/Kif21b/Thrb/Zbtb37/Usp24/Ttll4/Med13/Trim33/Chd7/Wrn/Pik3cg/Map4k4/Chdh/Wnk1/Atp13a3/Fryl/Yeats2/Stil/Ncor1/Bmpr2/Ticrr/Arap2/Cep350/Crebbp/Taok1/Prdm10/Tmem245/Ern1/Hcfc1/Atad2b/Rpgrip1l/Sos1/Rfx7/Coro2b/Camk1d/Bptf/Nbeal1/Tmem94/Birc6/Dock11/Arid1a/Macf1/Prr14l/Cnnm1/Zeb1/Prrc2c/Tnks/Herc1/Smg1/Utrn/Ep300/Kmt2c/Usp9x/Rif1/Tet2/Atm/Bltp1/Nfat5/Vps13c"
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN","GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN","GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN",193,0.483921144183326,2.19449242967205,1.35481382774206e-08,2.55558030544086e-06,2.08900143809741e-06,3944,"tags=53%, list=28%, signal=38%","Mns1/Rsph3b/Il18r1/Pglyrp1/S100a6/Capg/Ybx3/Fkbp2/Cnpy2/Lgals3/Ndufs6/Rbpj/Birc5/Pomp/Fam162a/Hcfc1r1/Mgst3/Ndufs5/Tmem97/Ptgr1/Mettl26/Ifi30/Chchd10/Ebp/Hopx/Galk1/Unc119/Gzmb/Anxa2/Cisd1/Acot7/Acbd6/Blmh/Cdk1/Fdps/Cks1b/Ift27/Pmm1/Ccnb2/Aurka/Htatip2/Gtf2h4/Stmn1/Tacc3/F2rl1/Rida/Pclaf/Msmo1/Fdft1/Elof1/Rpn1/Dtd2/Tpi1/Gmnn/Mrpl18/Pafah1b3/Rnaseh2b/Cenpa/Cyp51/Mrps22/Hpf1/Pcyt2/Hk2/Ddit4/Hmbs/Pdzd11/Il10rb/Smpd1/Rfc2/Rnh1/Glrx/Polb/Plp2/Tamm41/Cdkn2aipnl/Hmgcr/Riox2/Ncbp2/Polr3k/Elmod3/Psmd12/Timm9/Snrnp25/Acot8/Slc37a4/Ckap2/Rfc4/Fbxo6/Pdia4/Cdc20/Tspan31/Hsdl2/Decr1/Lxn/Hip1r/Mfn1/Taf11/Mad2l1/Rsph3a/Tnfaip8l1/Sqle/Txndc12"
"GSE37532_WT_VS_PPARG_KO_LN_TCONV_UP","GSE37532_WT_VS_PPARG_KO_LN_TCONV_UP","GSE37532_WT_VS_PPARG_KO_LN_TCONV_UP",178,-0.524291319931044,-2.1714980557324,1.34169615998228e-08,2.55558030544086e-06,2.08900143809741e-06,2876,"tags=45%, list=21%, signal=36%","Zmym2/Cnot1/Heca/Tut7/Zdhhc23/Rassf5/Nr3c1/Cdk17/Slc25a36/Slc12a6/Kmt5b/Arhgap39/Ift80/Dgcr8/Rapgef6/Ikzf4/Accs/Tnrc6c/Tut4/Itm2a/Cdc14a/Paxbp1/Map3k2/Tef/Filip1/Resf1/Inpp5f/Vps13d/Nxpe3/Fam76b/Rcor3/Bmi1/Zbtb4/Atp10a/Aak1/Ssbp2/Jade2/Cep97/Gbp8/Rnf111/Tm6sf1/Pip4k2a/Zmat4/Fam163a/Nhlrc1/Hycc2/Cygb/Itgb2/Vstm4/Ccdc82/Shprh/Klhl24/Synj1/Dchs1/Bcl2l11/Fyco1/Il27ra/Ipcef1/Zdhhc17/Utrn/Kmt2c/Fam13b/Zfp292/Tnrc6a/St8sia6/Usp34/Arhgef4/Vit/Dock10/Bach2/Lcor/Itga4/Zc3h11a/Nr2c2/Zkscan8/Gbp9/Hectd2/Lama2/Cd28/Gbp4"
"GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP","GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP","GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP",168,0.489160888417679,2.18366442444472,2.20889833844044e-08,3.87928249575075e-06,3.17103191598256e-06,3365,"tags=53%, list=24%, signal=41%","Gsta1/Ndufaf2/Ybx3/Acaa1a/Nme1/Pdcd5/5730409E04Rik/Fam162a/Ldhb/Timm13/Siah2/Mrps35/Nr2c2ap/Slc25a33/Ankrd37/Dnph1/Mrpl11/Pgp/Ovca2/Ndufaf6/Emg1/Acot7/Mrpl22/Gpx1/Nhp2/Dhrs13/Dctpp1/Chchd1/Rpl36/Fdps/Cuedc2/Mrpl17/Fabp5/Hacd1/Rps19bp1/Zfp428/Mrps7/Mrpl44/Hspbp1/Psmg3/Mrps30/Tysnd1/Smim3/Tfpt/Acsf3/Riox1/Alg9/Lsm2/Trmt1/Rad1/Eif3d/Stoml2/Tpi1/Oas1a/Spryd4/Rbfa/Vdac1/Txnl4a/Ddx47/Cyp51/Alg5/A430005L14Rik/Pdss2/Chchd5/Pfkl/Rabepk/Alkbh6/Prdx3/Jagn1/Pin1/Josd2/Exog/Eif2b2/Polr2c/Eif2b5/Etv4/Eif4a3/Polr2d/Nudt19/Ilf2/Bud23/Supt4a/Klhdc3/Snap47/Slc25a26/Hook2/Aldoa/Med18/Slc25a19"
"GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_DN","GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_DN","GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_DN",171,0.488824207206571,2.18136275291792,2.14126502531875e-08,3.87928249575075e-06,3.17103191598256e-06,3032,"tags=60%, list=22%, signal=48%","Ly6e/Myl4/Upk1a/Akr1b8/Scnm1/Lyrm4/1190007I07Rik/Phb/Nop10/Krt18/Tomm22/Zfp524/Pfdn1/Polr1h/Fmc1/Pomp/Banf1/Ifi30/Utp11/Rps27l/Uqcrq/Mrps28/Mrpl21/Prdx2/Drap1/Mrps16/Pop5/Pycard/Npm3/Micos13/Rap2b/Mrps14/Mpc1/Uqcr10/Ndufb4/Tm2d3/Dctpp1/Ndufa7/Dynlrb1/Sarnp/Higd2a/Tpgs1/Fars2/Mrpl2/Timm8b/Gar1/Nfkbib/Fxyd1/Capzb/Socs1/Mrpl36/Pla2g12a/Snrpd3/D8Ertd738e/Bola1/Ndufs2/Fis1/Fam98c/Mrpl57/Ascc1/Trnau1ap/Snrpf/Churc1/Washc3/Tecr/Prpf38a/Ramp3/Mrps15/Tssc4/Mrpl16/Hmces/Bid/Mcrip2/Med30/Lsm10/Naa20/Ptrh2/Grhpr/Ccdc58/Atg3/Phlda3/Snrnp27/Xrcc6/Ndufs3/Mrpl32/Mrps31/Ciao2b/Pdss2/Galt/Tpbg/Psmb7/Trmt112/Sigirr/Polr2e/Bhlhe40/Hadh/Ola1/Psmg1/Glrx/Lgals3bp/Mzt2/Bnip1/Isca2"
"GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP","GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP","GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP",181,0.479182483234,2.15173563282167,3.66113509401988e-08,6.21538701128109e-06,5.08062782345566e-06,3157,"tags=46%, list=23%, signal=36%","Sh3bgrl3/Psmb5/Armh4/Rnaseh2c/S100a6/Akr1b8/Cox20/Dbi/Ndufs6/Ube2c/3110040N11Rik/Hspe1/Ndufa13/Atp5j2/Bbln/Chek2/Rpl13a/Tmem97/Ptgr1/Pnkd/Pop5/Unc119/Acot7/Acbd6/Rpl14/Rnf26/Trappc6a/Slc35b1/Rps16/Mrpl51/Mpnd/Cib2/Cuedc2/Cks1b/Cideb/Trappc1/Txn2/Arpc1a/Ndufv2/Psmb3/Dpy30/Stmn1/Pbdc1/D8Ertd738e/Mrpl33/Swi5/Snf8/Mecr/Churc1/Dhrs7/Eif3i/H2az1/1810058I24Rik/H2ax/Rpl7a/Ndufa9/Slc34a2/Ndufb2/Tmem126a/Elovl1/Gstm2/Rpl23a/Lmna/Pold4/Sdhaf1/Tm7sf2/Cct8/Prdx3/Gnpat/Clpp/Gpr180/Wbp1/Pkm/Slc66a1/Thap11/Gdi2/Slc39a1/Glrx3/Rps10/Cct4/Ndufa4/Klhdc3/Med29/Cda"
"GSE3720_UNSTIM_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_UP","GSE3720_UNSTIM_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_UP","GSE3720_UNSTIM_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_UP",163,0.494173711656166,2.19376789678423,4.35716500146186e-08,7.15840043627267e-06,5.8514728627442e-06,2358,"tags=45%, list=17%, signal=38%","Ly6e/Eya2/S100a11/Crip1/Rnaseh2c/Tmsb10/Rps14/Gimap7/Rps29/Rpl3/Rps12/Rps20/Ndufa1/Cox5a/Odc1/Ifi30/Cox5b/Uqcrq/Lsm4/Rps27a/Hmgb2/Psme2/Rpl27/Rps19/Eef1b2/Ndufs7/Mboat1/Bola2/Ndufb9/Acot7/Mad2l1bp/Chmp4b/Ndufb7/Psmb6/Erh/H2az2/Rpl8/Mgst2/Rpl9/Rpl23/Rpl12/Cd8b1/Rpl22/Rfxap/Naca/Nfkbib/Rps3/Rpsa/Utp3/Psma2/Ergic3/F2rl1/Hspbap1/Mpc2/Mrpl33/Dnajc19/Bola1/Rpl32/Pdlim2/Cwc15/Zbtb8os/Rpl19/Hexa/Rilpl2/Erp29/Tssc4/Mrpl16/Ptrh2/Psma6/Rnaseh2b/Cdc37/Dusp10/Cyb5a"
"GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN","GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN","GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN",177,0.479978233809582,2.15312125385917,4.79551257371381e-08,7.63235798060139e-06,6.23889875955201e-06,3782,"tags=54%, list=27%, signal=40%","Myl4/Acp1/Upk1a/Cdca3/Hmgn2/Etfb/Fkbp2/Arsb/Dbi/Cdkn3/Ube2s/Nme1/Birc5/Ssr2/Tceal9/Plac8/Psmc3/Anxa2/Dut/Nans/Nhp2/Ppa1/Tubb4b/Cdk1/Erh/Cks1b/Psma5/Pmm1/Ccnb2/Aurka/Alyref/Stmn1/Ranbp1/Psmb2/Timm17a/Bub3/Il1b/Mrps18a/Snf8/Cks2/Mrpl42/Sdhb/Ccdc34/Lsm2/Snrpa1/H2ax/Psma1/Spc25/Tpi1/Prelid1/Lsm3/Ube2n/Gmnn/Mrpl46/Agpat5/Syce2/Mrpl18/Pbk/Adap1/Spc24/Lsm12/Cops5/H2ac6/Kif22/Fam136a/Mrto4/Pigt/Ran/Slc25a5/C1d/Tkt/Mdh2/Prkag1/Orc6/Rad51/Lyar/Ripk3/Nme7/Polr3k/Rom1/Mtx1/Eif1ad/Pno1/Psmd12/Cdc123/Gins1/Eme1/Psmd6/Bckdk/Haus1/Sc5d/Cdk4/Nrm/Ccna2/Cdca8"
"GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_DN","GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_DN","GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_DN",191,0.474095316458341,2.14307827794066,5.37208174921535e-08,7.88621043319836e-06,6.44640471716588e-06,3602,"tags=49%, list=26%, signal=37%","Acta1/S100a11/Il18r1/Hmgn2/Etfb/Fkbp2/Lta4h/Ggh/Dbi/Kifc1/Nme1/Ap2s1/Orc1/Hsp90ab1/Slc43a1/Cox6a1/Ethe1/Cstb/Eno1/Ebp/Pcbd1/Tmem106c/Pck2/Hnrnpa0/Prdx1/Npm3/Psmc3/Anxa2/Cox8a/Osgep/Cdk1/Eif4a1/Psma5/Bcat2/Pdia6/Fabp5/Ldha/Nkg7/Sord/Igfbp2/Ggct/Hdgf/Mrpl23/Eci1/Pclaf/Mrps27/Cks2/Bag2/Eif3i/Galk2/Myl6b/Pold2/Pgd/H2ax/Rad1/Mif/Tomm40/Pycr1/Psma6/Map2k3/Atp5g1/Hsd17b10/Nek2/Thop1/Kif2c/Eef1e1/Pmvk/Phgdh/Ppid/Slc25a5/Bhlhe40/Hadh/Mnat1/Snrpa/Pold3/Pkm/Babam2/Vdac3/Plp2/Anxa5/Cct4/Hprt/Wars1/Dlgap5/Echs1/Gins1/Izumo4/Vcp/Sucla2/Cct6a/Oip5/Pccb/Ywhae/Actg1"
"GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_DN","GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_DN","GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_DN",193,0.472348792854835,2.14201396765581,5.47290955968607e-08,7.88621043319836e-06,6.44640471716588e-06,3401,"tags=51%, list=25%, signal=39%","Srp9/Ppfia4/Dap/Pcbd2/Ctse/Rpp25l/Mrps12/Sap30/Selenoh/Sec61b/Chchd7/Guk1/Rpl3/Dynll1/0610012G03Rik/Cox7a2/Ethe1/Cyba/Mrpl34/Eno1/Taldo1/Capns1/Snrpd2/Vamp8/Nelfe/Eef1b2/Mrps25/Naxe/Rnaseh2a/Rps16/Psmb6/Clta/Dctn3/Rps5/Lypla2/Mea1/Bcat2/Eif3k/Arpc1a/Ndufa8/Timm8b/Prkcsh/Tle5/Fkbp8/Gtf2h4/Reep5/Atp5o/Tysnd1/Mrpl20/Zfyve19/Psme1/Rpl19/Naa38/Mapk3/Sdhb/Prpf38a/Pigx/Erp29/F8a/Bak1/Sdhc/Rad1/Stoml2/Rpl28/Tpi1/Mfsd5/Anapc11/Yif1a/Ndufs3/Hsp90b1/Cdc37/Gnas/Ciao2b/Rack1/Pkig/Tmem179b/Cdk5/Rab8a/Esrra/Clpp/Vps72/Aurkaip1/Lmf1/Tmem259/Urm1/Atp6v0e/Prom1/Ciao1/Supt4a/Mbd3/Gtf2f1/Rpusd4/Psmd3/Uqcrc1/Echs1/Smarcb1/Eif3l/Ambp/Adprm"
